dates,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0005,nzd0292-0015,nzd0292-0016,nzd0292-0017,nzd0292-0033,nzd0292-0034,nzd0292-0035,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0011,nzd0292-0012,nzd0292-0013,nzd0292-0018,nzd0292-0019,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0014,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0032,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0040,nzd0292-0041,nzd0292-0042,nzd0292-0043,nzd0292-0036,nzd0292-0029,nzd0292-0030,nzd0292-0031,satname
2001-02-20 22:03:00+00:00,,222.06,201.83,209.77,,,,,,,,,255.29999999999998,274.5,277.14,290.45,290.02,,,,,,,248.39,,210.905,255.41500000000002,243.60500000000002,,259.04,,,253.07,232.24,251.46,,305.24,277.38,225.8,266.17499999999995,224.94,,288.94000000000005,278.19,265.355,,298.13,278.78,288.74,L7
2001-04-09 22:02:42+00:00,,234.7,201.83,224.735,275.03,255.93,,217.41,,,,250.83,245.40666666666667,271.02,288.405,290.45,282.865,,,241.75,196.27,192.22,217.82,234.1,205.13,223.52666666666667,253.11,245.71,,262.20000000000005,207.44,,251.485,232.24,251.46,,305.24,277.38,238.83,267.15333333333336,224.94,,279.6066666666667,267.49,259.17333333333335,,298.13,278.78,288.74,L7
2001-07-07 21:55:48+00:00,,247.34,,239.7,275.03,255.93,,217.41,,,,250.83,225.62,277.30499999999995,299.67,,275.71,,,241.75,196.27,192.22,217.82,219.81,224.615,230.52000000000004,242.71,240.76999999999998,,265.36,207.44,,251.485,232.24,251.46,,,,251.86,267.69500000000005,,,272.8,260.295,260.085,,,,,L7
2001-08-15 22:01:26+00:00,,262.03,,239.565,275.03,255.93,,217.41,,,,250.83,225.62,264.06,299.67,,275.71,225.68,,241.75,196.27,192.22,217.82,219.81,224.615,230.52000000000004,242.71,240.76999999999998,,264.06,207.44,,251.485,232.24,251.46,,,,251.86,267.69500000000005,,,260.94,246.09,246.81,,,,,L7
2001-09-09 21:55:00+00:00,,262.03,,243.41333333333333,278.5,253.98000000000002,,217.41,,,,250.83,232.76999999999998,264.30999999999995,292.435,295.8,287.91999999999996,206.035,,241.75,196.27,192.22,217.82,219.81,224.615,248.77,248.5,249.92,,264.06,207.44,,249.9,,,,,,251.86,269.11,228.39,,247.93,235.75,238.45,,,,,L7
2001-09-25 21:54:52+00:00,,262.03,,243.41333333333333,278.5,253.98000000000002,,217.41,,,,250.83,244.34666666666666,272.7333333333333,297.59999999999997,307.72,299.46,206.035,,241.75,196.27,192.22,217.82,219.81,224.615,248.77,248.5,249.92,,264.06,207.44,,249.9,,,,,,242.245,264.175,228.39,,256.06,241.76333333333332,245.20666666666668,,,,,L7
2001-10-11 21:54:33+00:00,,276.72,,252.20000000000002,281.97,252.03,,,,,,,257.41,279.93333333333334,299.74666666666667,309.67,313.3633333333334,206.035,,,,,,243.12,244.1,,,,,262.76,,,,,,,,,232.63,259.24,228.39,,253.61999999999998,239.59999999999997,247.54333333333332,,,,,L7
2001-11-03 22:00:58+00:00,,276.72,,261.90250000000003,281.97,252.03,,,,,,,257.41,279.93333333333334,299.74666666666667,309.67,313.3633333333334,206.035,,,,,,243.12,244.1,,,,,262.76,,,,,,,,,232.63,259.24,228.39,,253.61999999999998,239.59999999999997,247.54333333333332,,,,,L7
2002-02-07 22:01:30+00:00,234.87,256.46999999999997,204.29,251.32800000000003,245.745,252.03,,,,,,,257.41,279.93333333333334,299.74666666666667,309.67,313.3633333333334,206.035,,,225.53,,,243.12,,,,,,262.76,,,,,,,,,221.6,259.24,223.81,,253.61999999999998,239.59999999999997,247.54333333333332,177.79,,,302.16,L7
2002-02-16 21:55:18+00:00,234.87,236.22,204.29,254.3025,245.745,252.03,181.61,178.92,,,,,261.44,283.835,303.7525,312.85,315.3575,186.39,,,225.53,,,219.155,227.61,,,,,298.7,,,240.18,,,,,,225.92,261.11,223.81,277.4,262.7,248.73999999999998,252.47,176.76999999999998,,,302.16,L7
2002-03-11 22:01:31+00:00,234.87,236.22,204.29,255.3666666666667,209.52,229.11,181.61,178.92,,,,,268.61333333333334,290.26,298.4575,318.53333333333336,320.43333333333334,245.9,180.32,,225.53,,,219.155,227.61,,,217.09,,298.7,,,240.18,,299.28,322.13,295.49,228.77,225.92,261.11,219.23,277.4,276.59,260.405,259.93,176.76999999999998,325.76,286.08,269.05,L7
2002-03-27 22:01:25+00:00,231.79000000000002,229.265,213.5,250.8725,216.655,210.0,181.61,178.92,,,,216.33,262.40333333333336,279.09,296.64,317.98,319.38,229.89499999999998,180.32,,225.53,,,219.155,224.81,,192.35,243.18,241.84,285.755,209.14,,240.75,217.05,281.29499999999996,308.605,298.28999999999996,237.675,224.11333333333334,260.175,236.825,266.865,280.86,252.14,255.5,176.76999999999998,312.42499999999995,274.855,261.8333333333333,L7
2002-08-27 21:54:24+00:00,228.71,222.31,222.71,237.39,223.79,210.0,,,,,,216.33,238.89499999999998,258.90999999999997,279.61666666666673,286.94,,229.89499999999998,180.32,,185.61,192.82,211.94,208.71,222.01,,192.35,243.18,241.84,272.81,209.14,,241.32,217.05,281.29499999999996,308.605,298.28999999999996,237.675,227.21,257.37,254.42,256.33,,224.58499999999998,233.79999999999995,,312.42499999999995,274.855,241.67,L7
2002-10-14 21:54:07+00:00,,,,,,,,,,,,,228.92,281.735,303.39,286.94,,238.88,,273.73,220.155,211.325,211.94,208.71,,,,,,,,,,,,,,,,,278.46,282.33,279.12,238.055,248.15499999999994,,,,,L7
2002-11-06 22:00:29+00:00,,,,,,,,,,,,,228.92,281.735,303.39,286.94,,238.88,,273.73,220.155,211.325,211.94,208.71,,,,,,,,,,,,,,,,267.71,278.46,282.33,279.12,238.055,248.15499999999994,,,,,L7
2002-11-22 22:00:45+00:00,263.39,238.33,229.52,239.86,247.15,229.3,,,270.36,288.83,,226.09,234.95999999999998,281.735,303.39,286.94,,225.245,,249.375,220.89333333333335,211.325,211.94,208.71,,239.78,222.65,235.56,236.42,230.22,249.08,293.19,245.32,247.77,,300.26,288.01,,272.99,276.565,293.27,267.19,279.12,239.74666666666667,247.36333333333332,,295.96,268.06,280.52,L7
2002-12-01 21:54:40+00:00,263.39,238.33,229.52,239.86,247.15,229.3,179.85,,270.36,288.83,,226.09,234.95999999999998,281.735,303.39,286.94,,225.245,,249.375,220.89333333333335,211.325,211.94,225.36,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,256.73,269.31,284.1233333333333,266.22333333333336,279.12,253.385,256.85749999999996,185.19,295.58,268.06,280.52,L7
2003-01-02 21:54:46+00:00,263.39,238.33,229.52,239.86,247.15,229.3,179.85,,270.36,288.83,,226.09,246.27666666666667,283.67,305.2766666666667,301.90999999999997,311.77,225.245,,249.375,220.89333333333335,211.325,211.94,225.36,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,248.56000000000003,267.055,281.1525,270.27750000000003,280.505,256.75,258.49399999999997,185.19,295.58,268.06,280.52,L7
2003-02-03 21:55:01+00:00,263.39,238.33,229.52,214.63,247.15,229.3,179.85,,270.36,288.83,,226.09,246.27666666666667,286.005,303.295,302.53,297.75,225.245,,249.375,220.89333333333335,211.325,211.94,225.36,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,248.56000000000003,267.055,281.1525,270.27750000000003,280.505,256.75,261.0983333333333,185.19,295.58,268.06,280.52,L7
2003-03-07 21:55:10+00:00,263.39,238.33,229.52,214.63,247.15,229.3,179.85,,270.36,293.155,,226.09,249.95333333333338,284.9975,304.3275,304.4133333333333,278.71666666666664,225.245,,249.375,238.53500000000003,229.83,,242.01,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,248.56000000000003,259.86199999999997,272.77799999999996,264.946,267.56666666666666,260.87399999999997,268.88399999999996,185.19,295.58,268.06,280.52,L7
2003-04-15 22:01:22+00:00,263.39,220.40999999999997,209.55,210.92999999999998,222.17000000000002,229.3,179.85,,270.36,293.155,,229.015,249.95333333333338,279.42333333333335,294.90000000000003,304.4133333333333,278.71666666666664,211.61,,225.02,222.37,,,242.01,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,235.5725,250.45833333333334,257.306,247.42800000000003,239.6333333333333,260.0425,267.57,187.555,295.58,268.06,280.52,L7
2003-04-24 21:55:10+00:00,263.39,220.40999999999997,209.55,210.92999999999998,219.53,213.66000000000003,179.85,,270.36,293.155,,229.015,243.60250000000002,274.4925,290.01750000000004,300.24749999999995,273.40250000000003,198.8,,225.02,222.37,,,242.01,,239.78,216.88,228.865,238.58999999999997,226.125,249.08,293.19,245.32,247.77,286.35,277.475,261.875,,235.5725,245.33571428571426,257.306,247.42800000000003,239.6333333333333,252.57800000000003,267.57,187.555,295.58,268.06,280.52,L7
2003-07-21 21:42:57+00:00,,202.49,189.58,196.46499999999997,205.72000000000003,198.02,,,,297.48,,231.94,232.25,272.37,283.67333333333335,294.7033333333333,260.6133333333334,185.99,,,,,,,,,,,,,,,,,,,,,196.61,216.37666666666664,220.19000000000003,219.18,218.50499999999994,227.625,272.75999999999993,189.92,,,,L5
2003-08-13 21:49:32+00:00,,202.49,189.58,203.53,205.72000000000003,198.02,,,,297.48,,231.94,215.37666666666667,265.49,276.83500000000004,290.16999999999996,236.01333333333332,185.99,,,,,,,,,,,,,,,,,,,,,196.37,215.0725,217.23333333333335,213.49333333333334,211.55999999999997,213.83666666666667,271.4,189.92,,,,L5
2003-08-29 21:49:50+00:00,,202.49,189.58,203.53,205.72000000000003,198.02,,,,297.48,,231.94,208.64249999999998,265.49,276.83500000000004,290.16999999999996,226.51,185.99,,,,,,,,,,,,,,,,,,,,,196.01333333333332,213.01,214.845,212.2675,208.70499999999998,208.62,271.4,177.36,,,,L5
2003-09-14 21:50:06+00:00,,202.89999999999998,188.91500000000002,199.88,196.74,198.02,,,,,,231.94,200.1375,269.375,275.37,287.75,217.875,185.99,,,,,,,,,,,,,,,,,,,,,196.01333333333332,208.96999999999997,203.16500000000002,201.64000000000001,198.25249999999997,197.7125,271.4,177.36,,,,L5
2004-03-17 21:45:32+00:00,,,,,,,,,,,,,268.58,288.37,309.16,316.59,,,,,,,,,,,,,,,,,,,,,,,240.2,268.83,269.09,277.51,272.07,261.11,270.49,208.94,,,,L5
2004-04-18 21:46:13+00:00,,,,,,,,,,,,,268.29999999999995,285.685,308.285,316.325,,,,,,,,,,,,,,,,,,,,,,,241.355,265.065,268.36,274.555,273.76,261.305,268.89,208.94,,,,L5
2004-05-20 21:47:08+00:00,,,,,,,,,,,,,269.51666666666665,284.84666666666664,307.2866666666667,315.62666666666667,,,,,,,,,,,,,,,,,,,,,,,238.43999999999997,265.0233333333333,268.82,275.15000000000003,275.34666666666664,263.6333333333334,267.86333333333334,208.94,,,,L5
2004-09-25 21:50:31+00:00,,,,,,,,,,,,,267.05,283.085,306.35,315.145,,,,,,,,,,,,,,,,,,,,,,,243.16666666666666,262.9666666666667,262.3566666666667,279.8066666666667,287.4266666666667,261.53000000000003,262.5733333333333,219.12,,,,L5
2004-10-02 21:56:50+00:00,,,,,,,,,,,,,267.05,283.085,276.75333333333333,285.30333333333334,,,,,,,,,,,,,,,,,,,,,,,243.16666666666666,262.9666666666667,262.3566666666667,279.8066666666667,287.4266666666667,261.53000000000003,262.5733333333333,219.12,,,,L5
2005-01-31 21:52:45+00:00,,,,,,,,,,,,251.12,279.775,316.07,217.56,225.62,,,,,,,,,,,,,,,,,,,,,,,255.995,275.925,249.7,302.58500000000004,307.18,254.8,254.62,233.125,,,,L5
2005-03-11 21:59:31+00:00,,,,,,,,,,,,251.12,279.775,316.07,216.97,224.79500000000002,186.76,,,,,,,,,,,,,,,,,,,,,,237.26999999999998,275.925,235.49,302.58500000000004,307.18,254.8,254.62,215.21,,,,L5
2005-08-27 21:54:31+00:00,,,,,,,,,,,,,276.33,292.79,216.38,223.97,186.76,,,,,,,,,,,,,,,,,,,,,,216.02499999999998,273.39,221.28,282.08,278.29,259.6,264.71,186.34,,,,L5
2005-09-03 22:00:44+00:00,249.79,235.17,,215.23,179.5,186.31,,,,,199.11,,276.33,292.79,221.95999999999998,231.1,186.76,,,,,,,,,,,,,,,,,,,192.89,196.92,225.41,221.23,258.6,228.755,259.13,278.29,259.6,264.71,195.14666666666668,212.54,,,L5
2005-09-19 22:00:44+00:00,249.79,235.17,,215.23,179.5,186.31,,,,,199.11,,276.33,292.79,221.45499999999998,229.35,181.94,,,,,,,,,,,,,,,,,,,192.89,196.92,225.41,231.93499999999997,258.6,236.23,259.13,278.29,259.6,264.71,203.03000000000003,212.54,,,L5
2005-09-28 21:54:32+00:00,249.79,235.17,,215.23,179.5,186.31,,,,,199.11,,273.365,289.865,221.45499999999998,229.35,181.94,,,,,,,,,,,,,,,,,,,192.89,196.92,225.41,233.01666666666665,261.81333333333333,252.51999999999998,262.0,274.135,260.31,264.36,203.03000000000003,212.54,,,L5
2006-06-02 22:05:00+00:00,191.98,203.3,183.28,188.63,179.96,,,,,,,,,,216.07,244.09,244.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-06-27 21:59:12+00:00,191.98,203.3,183.28,188.63,179.96,,,,,,,,257.74,272.89,254.715,272.095,271.385,,,,,,,,,,,,,,,,,,,,,,,,257.35,257.25,263.95,246.38,252.02,,,,,L5
2006-11-02 22:00:44+00:00,191.98,203.3,183.28,188.63,179.96,,,,,,,,259.055,278.08,269.25333333333333,284.40000000000003,280.51,,,,,,,,,,,,,,,,,,,,,,,251.53,257.25,260.445,263.955,246.535,252.315,,,,,L5
2010-01-13 21:57:13+00:00,,,,,,,,,,,,215.92,282.72,295.68,313.77,320.88,315.4,,,,,,,,,,,,,,,,,,,212.19,229.0,224.68,241.15,276.31,278.04,284.58,285.99,275.36,267.81,216.69,245.67,244.19,,L5
2010-01-29 21:57:17+00:00,,,,,,,,,,,,215.92,279.26,294.36,312.365,320.99,321.025,,,,,,,,,,,,,,,,,,,212.19,229.0,224.68,249.20499999999998,275.235,277.19,281.395,283.505,275.94,265.745,216.69,245.67,244.19,,L5
2010-02-05 22:03:29+00:00,213.47,201.21,190.15,207.39,179.83,,,,,,,215.92,279.26,294.36,315.18666666666667,322.84,324.3933333333333,,,,,,,,,,,,,,,,,,,212.19,229.0,224.68,249.20499999999998,275.235,277.19,261.54,283.505,275.94,265.745,216.69,245.67,244.19,,L5
2010-12-31 21:56:20+00:00,,,,,,,,,,,,,271.83,,,315.28,317.27,,,,,,,,,,,,,,,,,,,,,,,238.96,259.17,261.45,265.33,255.82,263.66,,,,,L5
2011-01-16 21:56:21+00:00,,,,,,,,,,,,,263.615,268.49,288.72,309.91499999999996,309.765,,,,,,,,,,,,,,,,,,,,,,,238.96,259.25,258.91999999999996,260.725,249.3,256.21500000000003,,,,,L5
2013-04-27 22:08:11+00:00,,,,,,,,,,237.78,192.17,,,,292.34,301.93,306.52,,,,,,,,,,,,,,,,,,210.24,220.92,225.96,,243.09,,264.83,272.55,,262.42,266.18,,234.22,,,L8
2013-06-05 22:14:39+00:00,249.77,237.34,225.11,206.45,200.58,179.51,,,,237.78,192.17,,,,292.34,301.93,306.52,177.38,,,,,,,,,,,,,,,,,210.24,220.92,225.96,,243.09,,264.83,272.55,,262.42,266.18,,234.22,,,L8
2013-08-08 22:14:37+00:00,235.675,220.535,207.35000000000002,197.64499999999998,189.03500000000003,172.755,,,,237.78,192.17,,,,292.34,301.93,306.52,177.38,,,,,,,,,,,,,,,,,210.24,220.92,225.96,,243.09,,264.83,272.55,,262.42,266.18,,234.22,,,L8
2013-08-17 22:08:51+00:00,235.675,220.535,207.35000000000002,197.64499999999998,189.03500000000003,172.755,,,,237.78,192.17,,279.92,286.95,295.57,305.445,306.905,177.38,,,,,,,,,,,,,,,,,210.24,220.92,225.96,,243.09,,250.855,264.795,282.51,266.95000000000005,265.445,,234.22,,,L8
2013-09-02 22:08:28+00:00,235.675,220.535,207.35000000000002,197.64499999999998,189.03500000000003,172.755,,,,237.78,192.17,,273.76,285.61,296.19,306.65000000000003,307.07,177.38,,,,,,,,,,,,,,,,,210.24,220.92,225.96,,243.09,,259.3333333333333,261.7766666666667,283.735,265.5833333333333,263.1466666666667,,234.22,,,L8
2013-11-21 22:08:01+00:00,235.675,220.535,207.35000000000002,197.64499999999998,189.03500000000003,178.88333333333333,174.76,,,225.85,222.96,,273.76,285.61,298.115,309.01,307.345,177.38,,,,,204.29,,,258.48,237.16,240.93,,258.43,264.17,278.95,,194.23,224.91,213.55,259.72,232.56,,,256.58500000000004,256.39,283.735,267.16499999999996,261.63,,262.67,,300.75,L8
2013-12-30 22:14:01+00:00,220.43,207.11,195.04000000000002,193.215,179.04500000000002,176.89666666666668,174.76,,,208.655,201.31,185.5,273.76,285.61,298.115,309.01,307.345,,,,,,204.29,,,258.48,237.16,240.93,,258.43,264.17,278.95,,194.23,224.91,213.55,259.72,232.56,,,256.58500000000004,256.39,283.735,267.16499999999996,261.63,186.56,262.67,,300.75,L8
2014-01-24 22:07:57+00:00,220.43,207.11,195.04000000000002,193.215,179.04500000000002,176.89666666666668,174.76,,,208.655,201.31,185.5,271.29,284.71666666666664,298.11000000000007,309.01,307.345,,,,,,204.29,,,258.48,237.16,240.93,,258.43,264.17,278.95,,194.23,224.91,213.55,259.72,232.56,,,259.2966666666667,258.40000000000003,278.7833333333333,261.78333333333336,260.8066666666667,186.56,262.67,,300.75,L8
2014-02-16 22:13:26+00:00,218.675,210.49,200.49,197.59,183.325,182.34500000000003,175.91,206.2,,208.655,201.31,209.445,266.975,283.6,297.76500000000004,309.06,307.4,,,,,,204.29,244.03,,222.835,237.16,218.32,,258.43,264.17,233.35,,196.18,217.445,212.055,234.59000000000003,248.53,190.1,207.08,270.505,259.08000000000004,276.91999999999996,256.93500000000006,254.73666666666668,209.48000000000002,237.5,257.74,283.325,L8
2014-02-25 22:07:32+00:00,218.675,210.49,200.49,197.59,183.325,182.34500000000003,175.91,206.2,,208.655,201.31,209.445,268.76,283.7666666666667,297.8833333333334,308.675,308.495,,,,,,204.29,244.03,,222.835,237.16,218.32,,258.43,264.17,233.35,,196.18,217.445,212.055,234.59000000000003,248.53,190.1,207.08,265.05,260.9166666666667,275.4633333333333,253.89333333333335,255.34,209.48000000000002,237.5,257.74,283.325,L8
2014-03-04 22:13:10+00:00,230.68666666666664,228.635,211.06,211.84,183.73000000000002,178.75,175.91,206.2,,208.655,201.31,209.445,269.34000000000003,283.515,267.67,308.29,309.59,,,,,,204.29,244.03,,214.86333333333334,237.16,204.86,210.45,240.39,244.085,233.35,,196.18,214.9,217.78,234.4766666666667,248.53,190.1,211.60000000000002,244.49666666666667,244.80999999999997,270.71500000000003,237.18666666666664,240.67249999999999,209.48000000000002,228.89666666666668,237.60000000000002,283.325,L8
2014-03-20 22:13:01+00:00,230.8875,229.90666666666667,212.96,209.54999999999998,190.75,178.75,175.91,206.2,,208.655,201.31,209.445,269.34000000000003,283.515,252.27499999999998,308.29,309.59,,,,,,204.29,244.03,,214.86333333333334,237.16,204.86,210.45,240.39,244.085,233.35,,196.18,214.9,217.78,234.4766666666667,248.53,190.1,211.60000000000002,237.255,238.32,270.71500000000003,222.5725,227.212,209.48000000000002,228.89666666666668,237.60000000000002,283.325,L8
2014-04-05 22:12:46+00:00,223.294,231.88,212.69,212.285,188.974,178.75,175.91,206.2,,208.655,201.31,209.445,269.34000000000003,283.515,244.78000000000003,308.29,309.59,,,,,,204.29,244.03,,214.86333333333334,237.16,204.86,210.45,240.39,244.085,233.35,,196.18,214.9,217.78,234.4766666666667,248.53,190.1,201.54999999999998,231.2,231.352,270.71500000000003,214.56799999999998,218.78833333333333,209.48000000000002,228.89666666666668,237.60000000000002,283.325,L8
2014-06-01 22:06:26+00:00,223.294,231.88,212.69,212.285,188.974,172.555,177.06,206.2,,191.46,179.66,209.445,275.43333333333334,283.515,244.78000000000003,309.04,310.87,,,,,,,244.03,,193.055,,186.82500000000002,210.45,222.35,224.0,187.75,,198.13,209.89500000000004,219.895,221.85500000000002,264.5,190.1,201.54999999999998,239.16666666666666,231.352,272.3566666666667,214.56799999999998,218.78833333333333,209.48000000000002,212.01000000000002,237.60000000000002,265.9,L8
2014-07-03 22:06:38+00:00,224.2975,239.01,216.75666666666666,217.1833333333333,191.0675,171.56,177.06,206.2,,,,233.39,273.39,283.0333333333333,244.78000000000003,309.04,310.43666666666667,,,,,,,244.03,,193.055,,186.82500000000002,210.45,222.35,224.0,187.75,,198.13,209.89500000000004,219.895,221.85500000000002,264.5,190.1,201.54999999999998,239.16666666666666,231.352,272.3566666666667,214.56799999999998,218.78833333333333,232.4,212.01000000000002,237.60000000000002,265.9,L8
2014-07-10 22:12:28+00:00,224.2975,239.01,216.75666666666666,224.16,195.0,171.56,177.06,206.2,,,203.33,215.35,273.39,283.0333333333333,245.005,309.04,310.43666666666667,,,186.59,223.8,,181.3,244.03,,193.055,,186.82500000000002,210.45,222.35,207.35500000000002,190.33499999999998,,202.70499999999998,208.96,220.53666666666666,211.15666666666667,281.38,207.12,201.54999999999998,239.16666666666666,229.05666666666664,272.3566666666667,211.39833333333334,217.55142857142854,217.98000000000002,201.82666666666668,239.57000000000002,265.9,L8
2014-07-26 22:12:31+00:00,224.16800000000003,233.9125,214.68,221.27799999999996,194.33833333333334,174.535,177.06,206.2,,195.39,203.33,215.35,269.6225,283.085,234.38600000000002,309.04,310.43666666666667,,,186.59,223.8,,190.41500000000002,244.03,,193.055,,186.82500000000002,210.45,222.35,207.35500000000002,190.33499999999998,,202.70499999999998,208.96,220.53666666666666,211.15666666666667,255.85,225.88,201.54999999999998,241.505,225.03999999999996,274.095,201.46166666666667,205.9928571428571,204.46,201.82666666666668,239.57000000000002,229.48,L8
2014-10-14 22:12:50+00:00,223.65,218.62,208.45,227.41999999999996,200.88,177.51,,,,195.39,203.33,197.31,268.72,282.07,246.13,309.79,310.86,,,186.59,223.8,,190.41500000000002,,,,,,,,190.71,192.92,,207.28,207.09,221.82,189.76,251.52499999999998,243.76999999999998,,278.875,227.94999999999993,275.64,188.5533333333333,188.28666666666666,190.49,181.46,243.51,193.06,L8
2014-10-23 22:06:39+00:00,223.65,218.62,208.45,227.41999999999996,200.88,177.51,,,,201.45,206.135,203.24,269.89750000000004,283.89,246.13,308.665,310.5133333333333,,,186.59,223.8,,190.41500000000002,,,,,,,,190.71,192.92,,207.28,207.09,221.82,189.76,228.96333333333334,241.72333333333333,,277.26666666666665,242.92,271.375,188.5533333333333,188.28666666666666,198.72000000000003,181.46,243.51,193.06,L8
2015-01-18 22:12:36+00:00,228.135,215.555,204.76,202.285,188.285,174.345,,,,201.45,208.94,209.17,262.3550000000001,285.71,,307.54,309.82,,,,,,199.53,,,,,,,,,,,,,,,194.315,250.515,,276.4,255.59,267.11,186.3466666666667,178.53666666666666,196.3,,,193.06,L8
2015-01-27 22:06:47+00:00,232.62,212.49,201.07,194.82,185.54,171.18,,,,207.51,208.94,209.17,274.11,284.585,,307.54,309.82,,,,,,,,,,,,,,,,,,,,,183.84,237.63,,272.4,271.07,268.005,183.82000000000002,178.68,215.18,,,,L8
2015-02-12 22:06:15+00:00,232.62,212.49,201.07,194.82,185.54,171.18,,,,207.51,208.94,209.17,272.3333333333333,285.01666666666665,,307.84000000000003,309.82,,,,,,,,,,,,,,,,,,,,,183.84,237.63,,269.1033333333333,269.08666666666664,266.7266666666667,183.82000000000002,178.68,215.18,,,,L8
